Giá,Diện tích,Số phòng ngủ,Số toilet,Chủ đầu tư
3700000000.0,94.0,2,2,HD Mon Holdings
3400000000.0,115.0,3,2,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân
3100000000.0,75.0,2,2,Tập đoàn Vingroup
2000000000.0,85.0,2,2,Công ty TNHH MTV đầu tư Phương Đông
2540000000.0,95.54,3,2,Công ty Booyoung
2200000000.0,65.38,2,2,Công ty CP Đầu tư và Xây dựng số 1 Hà Nội
2500000000.0,79.0,2,2,Công ty CP Xây dựng và Phát triển Hạ tầng Đô thị - BID Việt Nam
3000000000.0,80.0,3,2,Tập đoàn Vingroup
3500000000.0,72.0,2,2,Tân Hoàng Minh Group
4000000000.0,118.0,3,2,Tập đoàn Vingroup
1900000000.0,81.0,2,2,Công ty CP Tập đoàn Nam Cường Hà Nội
3080000000.0,73.0,2,2,Tập đoàn Vingroup
1310000000.0,111.0,3,2,Công ty CP Tập đoàn Nam Cường Hà Nội
3900000000.0,110.0,3,2,
1110000000.0,57.0,2,1,Công ty CP Đầu tư và Xây dựng Xuân Mai
1250000000.0,81.0,2,2,Công ty CP Tập đoàn Nam Cường Hà Nội
3200000000.0,124.3,3,3,Công ty CP Đầu tư Hải Phát
2450000000.0,77.8,2,2,Công ty CP Đầu tư Hải Phát
3400000000.0,90.4,2,2,
2000000000.0,86.5,2,2,Công ty Cổ phần 118  – Momota
1800000000.0,64.0,2,2,Công ty CP Đầu tư Hải Đăng
2700000000.0,93.0,3,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
2300000000.0,133.0,4,3,Công ty Cổ phần 118  – Momota
2150000000.0,78.57,3,2,Công ty CP Tập đoàn Nam Cường Hà Nội
3350000000.0,121.0,3,2,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân
2300000000.0,78.0,3,2,Công ty CP Đầu tư Xây dựng số 9 Hà Nội
3500000000.0,87.7,2,2,Công ty CP xây dựng số 1 Hà Nội
1800000000.0,66.0,2,2,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD
7700000000.0,306.0,5,6,
2370000000.0,79.0,2,2,"Công ty CP Phát triển Đô thị Từ Liêm - LIDECO, JSC"
3200000000.0,102.9,3,2,
3300000000.0,108.0,2,2,Công ty CP tập đoàn ĐTXD phát triển Đông Đô - BQP
2100000000.0,115.0,3,2,Công ty Cổ phần Lilama Hà Nội
6.0,6.0,6,6,6
1750000000.0,80.0,3,2,Công ty TNHH Gamuda Land Việt Nam
3600000000.0,88.0,2,2,Tập đoàn Vingroup
1400000000.0,42.8,1,1,Tập đoàn Vingroup
10500000000.0,146.0,4,3,Tập đoàn Vingroup
1750000000.0,57.0,2,1,Công ty CP Tập đoàn Nam Cường Hà Nội
7300000000.0,76.0,2,2,Tổng Công ty Đầu Tư và Phát Triển Nhà Hà Nội - Handico
2000000000.0,75.0,2,2,
2800000000.0,70.0,2,2,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI
2535000000.0,80.45,3,2,Công ty CP Xây lắp Điện 1
1800000000.0,64.0,1,2,Công ty CP thương mại Cầu Giấy CTM
2600000000.0,58.0,2,2,Công ty CP Đầu tư Phú Thượng 
3700000000.0,132.9,3,2,
3650000000.0,86.3,2,2,Công ty CP Xây dựng và Thương mại Bắc Hà
1160000000.0,68.0,2,2,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên
2500000000.0,89.0,2,2,
2450000000.0,90.0,3,2,Công ty CP Xây lắp Điện 1
4100000000.0,103.0,3,2,Tập đoàn Vingroup
2500000000.0,141.0,4,3,
2700000000.0,67.17,2,1,Công ty CP Đầu tư Phú Thượng 
3200000000.0,73.0,2,2,Công ty CP Đầu tư Xây dựng Phát triển nhà số 7 Hà Nội 
3900000000.0,100.0,3,2,Công ty CP Đầu tư Xây dựng Phát triển nhà số 7 Hà Nội 
2150000000.0,67.0,2,2,Công ty CP Đầu tư Hải Đăng
3500000000.0,87.4,2,2,Công ty CP Xây dựng và Thương mại Bắc Hà
1470000000.0,61.7,2,2,Công ty CP Xây dựng và Phát triển Hạ tầng Đô thị - BID Việt Nam
930000000.0,56.0,2,1,
3500000000.0,87.7,2,2,Tân Hoàng Minh Group
3000000000.0,95.0,2,2,Công ty CP Đầu tư và Thương mại Thủ Đô
3000000000.0,115.0,3,2,HD Mon Holdings
3000000000.0,100.0,3,2,
2450000000.0,90.0,3,2,Công ty CP Đầu tư Phát triển Đô thị Thăng Long
965000000.0,49.0,2,2,Công ty CP Đầu tư Phát triển Nhà Thăng Long - Việt Nam
8500000000.0,120.0,3,2,Tập đoàn Sun Group
3200000000.0,100.0,2,2,Công ty CP Tòa nhà CFTD-VLA
6800000000.0,142.0,3,2,Tập đoàn Vingroup
5600000000.0,105.0,3,2,Tổng Công ty CP Thương mại Xây dựng
5680000000.0,122.0,3,2,Công ty CP Đầu tư Bất động sản Phú Mỹ
2003000000.0,82.5,2,2,
1600000000.0,60.0,2,1,
984000000.0,56.0,2,1,
1547000000.0,54.6,2,1,Tập đoàn Vingroup
7700000000.0,187.6,4,3,Công ty CP Phát triển tài trợ  Địa ốc R.C
2700000000.0,100.0,3,2,
3500000000.0,122.0,3,2,
2680000000.0,120.0,3,2,Công ty CP Xây dựng và Thương mại Bắc Hà
1600000000.0,76.0,2,2,Công ty Cổ phần Tập đoàn FLC
2800000000.0,90.0,3,2,
3400000000.0,100.0,3,2,Tập đoàn CapitaLand
1830000000.0,96.4,2,2,Công ty CP Đầu tư Văn Phú - Invest
1900000000.0,97.0,3,2,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD
2300000000.0,62.5,2,2,Tập đoàn Vingroup
5000000000.0,168.0,4,2,Công ty TNHH Hyundai RNC Hà Tây
3600000000.0,85.67,2,2,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC
6100000000.0,147.9,4,2,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC
4100000000.0,106.0,3,2,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân
3050000000.0,94.0,2,2,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC
3000000000.0,133.0,3,2,
2190000000.0,66.1,2,2,Tập đoàn Vingroup
1600000000.0,56.5,2,1,Công ty CP Xây dựng và Thương mại Bắc Hà
1420000000.0,59.8,2,2,Tổng công ty 36 - Bộ quốc phòng
2700000000.0,70.7,2,2,Tập đoàn Vingroup
1700000000.0,75.0,2,2,
2900000000.0,111.0,3,3,
1450000000.0,89.9,2,2,Công ty CP Sông Đà Thăng Long
2100000000.0,53.0,1,1,Tập đoàn Vingroup
2700000000.0,77.8,2,2,Công ty Đầu tư Xây dựng số 2 Hà Nội
2875000000.0,74.0,2,2,Công ty CP Terra Gold Việt Nam
2200000000.0,74.0,2,2,Công ty CP Ngôi sao An Bình
1400000000.0,55.0,2,1,
3100000000.0,82.0,2,2,Công ty CP Đầu tư Phú Thượng 
3600000000.0,91.7,3,2,
1500000000.0,65.5,2,2,Công ty CP Thương mại và Dịch vụ Tổng hợp Vinh Hạnh
2680000000.0,89.0,2,2,Công ty CP Tập đoàn Nam Cường Hà Nội
1990000000.0,73.0,2,2,Công ty CP Tập đoàn Nam Cường Hà Nội
4150000000.0,88.0,3,2,Tập đoàn Vingroup
5200000000.0,131.4,3,2,Tập đoàn Vingroup
4900000000.0,115.0,3,2,Tập đoàn Vingroup
1700000000.0,57.0,2,1,Công ty CP Tập đoàn Nam Cường Hà Nội
2300000000.0,74.6,3,2,
2300000000.0,72.0,2,2,Tập đoàn CapitaLand
3150000000.0,95.0,2,2,Tập đoàn Vingroup
4200000000.0,130.1,3,1,Tập đoàn Hòa Phát
2100000000.0,107.3,3,2,Công ty CP Xây dựng và Thương mại Bắc Hà
820000000.0,45.8,2,1,Xí nghiệp Xây dựng Tư nhân Số 1 Lai Châu
3950000000.0,105.0,3,2,Tập đoàn Vingroup
1420000000.0,67.0,2,2,Công ty CP Đầu tư Hải Phát
2350000000.0,65.0,2,2,Tập đoàn Vingroup
2180000000.0,109.0,3,2,Công ty CP Xây dựng và Thương mại Bắc Hà
3350000000.0,81.0,3,2,Công ty Đầu tư Xây dựng số 2 Hà Nội
1520000000.0,60.0,2,1,
2400000000.0,53.0,1,1,Tập đoàn Vingroup
1290000000.0,76.0,3,2,Xí nghiệp Xây dựng Tư nhân Số 1 Lai Châu
1750000000.0,100.9,3,2,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên
720000000.0,45.0,1,1,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên
1500000000.0,54.8,2,2,Công ty TNHH MTV đầu tư Phương Đông
1400000000.0,76.27,3,2,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên
2150000000.0,69.0,2,2,Công ty CP Đầu tư Hải Phát
1800000000.0,75.0,2,2,Công ty CP Xây dựng và Thương mại Bắc Hà
2650000000.0,94.5,3,2,Công ty TNHH Bất động sản và Xây dựng Việt Hưng
1950000000.0,82.5,2,2,Công ty CP Xây dựng và Thương mại Bắc Hà
2500000000.0,95.0,3,2,Công ty CP Xây dựng và Thương mại Bắc Hà
4527000000.0,160.0,4,3,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân
1400000000.0,43.0,1,1,Tập đoàn Vingroup
2230000000.0,79.0,2,2,Công ty CP Đầu tư và Thương mại Thăng Long
4500000000.0,105.0,3,2,Công ty CP Tập đoàn Sunshine
2300000000.0,76.8,2,2,
1900000000.0,78.0,2,2,Công ty CP Xây dựng và Phát triển Hạ tầng Đô thị - BID Việt Nam
1800000000.0,68.0,2,2,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD
2200000000.0,73.0,2,2,Công ty TNHH phát triển khu đô thị Nam Thăng Long
5400000000.0,120.0,3,3,Công ty CP Hóa Dầu Quân Đội
2250000000.0,76.0,2,2,Công ty CP Đầu tư và Thương mại Thủ Đô
2200000000.0,83.0,2,2,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân
2800000000.0,72.0,2,2,Tân Hoàng Minh Group
3000000000.0,93.0,2,2,
1800000000.0,64.66,2,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
2800000000.0,69.5,2,2,Công ty CP Hóa Dầu Quân Đội
1400000000.0,62.0,2,2,Tập đoàn Tecco
4800000000.0,132.0,2,2,Tập đoàn Vingroup
5500000000.0,115.0,3,2,Công ty TNHH phát triển khu đô thị Nam Thăng Long
4088000000.0,104.0,3,2,Công ty CP tập đoàn S.S.G
5500000000.0,115.0,3,2,Công ty CP Đầu tư Phú Thượng 
2680000000.0,102.0,3,2,Công ty CP Ngôi sao An Bình
3250000000.0,93.4,3,2,Tập đoàn CapitaLand
5500000000.0,168.1,3,2,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC
4500000000.0,46.0,1,1,Tập đoàn Sun Group
1470000000.0,46.0,1,1,Công ty TNHH Bất động sản và Xây dựng Việt Hưng
3100000000.0,91.0,3,2,Công ty CP Đầu tư Phát triển Đô thị Thăng Long
1850000000.0,40.0,1,1,Tập đoàn Vingroup
4500000000.0,169.0,4,3,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân
2300000000.0,75.0,2,2,Công ty TNHH Bất động sản và Xây dựng Việt Hưng
2400000000.0,89.0,3,2,Công ty CP Xây dựng và Phát triển Hạ tầng Đô thị - BID Việt Nam
2700000000.0,110.0,3,2,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân
3300000000.0,120.0,3,2,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân
6000000000.0,145.0,3,2,Công ty TNHH Hanotex
4600000000.0,130.0,3,2,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI
4500000000.0,98.5,2,2,Tập đoàn Vingroup
2200000000.0,77.0,2,2,Công ty TSQ Việt Nam
2400000000.0,79.0,2,2,
4700000000.0,130.0,3,2,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI
3300000000.0,108.0,3,2,
2336000000.0,74.0,2,2,
2500000000.0,95.0,2,2,
1750000000.0,68.0,2,2,Công ty CP Đầu tư và Xây dựng HUD1
2600000000.0,141.0,4,3,
1500000000.0,54.0,2,1,
3200000000.0,65.0,2,1,Tập đoàn Vingroup
8030000000.0,146.0,3,3,Tân Hoàng Minh Group
1150000000.0,41.0,1,1,
3800000000.0,138.79,3,2,Công ty CP Đầu tư Xây dựng BĐS Lanmak
3300000000.0,102.0,3,2,
14500000000.0,268.0,4,3,Tập đoàn Hòa Phát
1390000000.0,56.0,4,2,
3900000000.0,114.0,3,2,Công ty CP Hoa Anh Đào
2800000000.0,108.94,3,2,Công ty CP Đầu tư Xây dựng số 9 Hà Nội
1600000000.0,56.0,1,1,Công ty CP Xây dựng và Thương mại Bắc Hà
8400000000.0,192.0,3,2,Tập đoàn Bitexco
8700000000.0,216.0,4,4,Tập đoàn Bitexco
3400000000.0,118.1,3,3,
4500000000.0,103.0,3,2,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI
6428000000.0,111.0,3,2,Tân Hoàng Minh Group
1930000000.0,116.0,3,2,Công ty CP Đầu tư Văn Phú - Invest
3550000000.0,91.0,3,2,Công ty CP Đầu tư Phú Thượng 
9500000000.0,242.0,3,5,Tập đoàn Bitexco
3830000000.0,97.6,3,2,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI
7500000000.0,192.0,3,2,Tập đoàn Bitexco
2400000000.0,70.8,2,2,Công ty CP Đầu tư Văn Phú - Invest
3900000000.0,129.0,3,2,Tập đoàn Hòa Phát
1280000000.0,56.0,1,1,
1850000000.0,87.5,2,2,
1300000000.0,52.0,2,1,
844000000.0,74.0,2,2,
2199000000.0,60.7,2,2,
3969000000.0,95.6,3,2,
1900000000.0,67.0,2,2,Công ty TNHH phát triển khu đô thị Nam Thăng Long
3150000000.0,101.05,3,2,
1500000000.0,53.0,2,2,Công ty CP Đầu tư Xây dựng số 9 Hà Nội
2600000000.0,64.0,2,2,Công ty Đầu tư Xây dựng số 2 Hà Nội
1510000000.0,79.9,2,2,Công ty CP Eurowindow Holding
18640000000.0,183.6,3,3,Tập đoàn Sun Group
2900000000.0,88.0,3,2,Công ty CP Sông Đà 7
1950000000.0,80.0,2,2,Công ty CP Sông Đà 7
3400000000.0,82.6,2,2,
1930000000.0,75.87,2,2,Công ty CP Đầu tư Xây dựng số 9 Hà Nội
2100000000.0,73.0,2,2,
2700000000.0,92.0,2,2,
1700000000.0,77.0,2,2,Công ty CP Bất động sản Hanovid
2500000000.0,99.0,3,2,Công ty CP Bất động sản Hanovid
2800000000.0,128.0,3,2,Công ty CP Bất động sản Hanovid
2450000000.0,70.5,2,2,Công ty CP Đầu tư Văn Phú - Invest
2200000000.0,71.0,2,2,
2500000000.0,84.0,2,2,
1360000000.0,84.0,2,2,Công ty CP Tập đoàn Nam Cường Hà Nội
2650000000.0,114.0,2,2,Tập đoàn CapitaLand
2850000000.0,121.0,3,2,Tập đoàn CapitaLand
3800000000.0,154.0,3,2,Tập đoàn CapitaLand
1580000000.0,58.3,2,1,
1480000000.0,46.3,1,1,
1800000000.0,112.7,3,2,Công ty CP Sông Đà 7
1900000000.0,58.0,2,2,Công ty CP Xây dựng và Phát triển Hạ tầng Đô thị - BID Việt Nam
2450000000.0,66.4,2,2,Tổng Công ty Đầu Tư và Phát Triển Nhà Hà Nội - Handico
6100000000.0,136.0,3,3,Công ty CP tập đoàn S.S.G
3950000000.0,102.0,3,2,Tập đoàn Vingroup
3300000000.0,90.0,3,2,Công ty CP tập đoàn S.S.G
2400000000.0,77.0,2,2,Công ty CP Xây lắp Điện 1
2100000000.0,68.8,2,2,Công ty CP Xây dựng và Phát triển Hạ tầng Đô thị - BID Việt Nam
1600000000.0,80.0,2,2,Tổng Công ty Đầu tư phát triển nhà và đô thị Bộ Quốc Phòng 
3300000000.0,86.0,2,2,Tập đoàn Vingroup
3050000000.0,100.7,3,2,Tổng Công ty Đầu Tư và Phát Triển Nhà Hà Nội - Handico
2700000000.0,91.5,3,2,
3150000000.0,74.0,2,2,Tập đoàn Vingroup
2950000000.0,71.0,2,2,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC
2350000000.0,82.5,2,2,Tổng công ty Cơ khí Xây dựng - Coma
2200000000.0,73.0,2,2,
3050000000.0,100.0,3,2,Tổng Công ty Đầu Tư và Phát Triển Nhà Hà Nội - Handico
2900000000.0,93.7,3,2,Công ty CP Tập đoàn Sunshine
1530000000.0,78.0,2,2,Công ty CP Sông Đà 7
6000000000.0,178.0,4,2,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI
2912000000.0,81.1,3,2,Công ty CP Hóa Dầu Quân Đội
3550000000.0,117.0,3,2,Tổng Công ty Đầu Tư và Phát Triển Nhà Hà Nội - Handico
2842000000.0,98.0,2,2,Công ty Xây dựng Dân Dụng
2679000000.0,94.0,2,2,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC
2900000000.0,89.0,3,2,Công ty CP Tập đoàn Nam Cường Hà Nội
1750000000.0,59.05,2,2,
2750000000.0,93.0,2,2,
1850000000.0,66.0,3,2,
1200000000.0,58.0,1,1,Công ty CP Đầu tư và Kinh doanh Bất động sản Hà Nội Sông Hồng
7800000000.0,118.0,3,2,Tập đoàn Vingroup
4000000000.0,102.0,3,2,
4100000000.0,100.4,4,2,Công TNHH Bắc Chương Dương
670000000.0,45.0,1,1,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên
3900000000.0,96.0,3,2,
1560000000.0,46.0,1,1,
4860000000.0,103.0,3,2,Công ty CP Tập đoàn Sunshine
3400000000.0,98.0,3,2,Tổng công ty Xây dựng Hà Nội
3200000000.0,73.0,2,2,Tập đoàn Vingroup
11400000000.0,180.0,4,3,Tập đoàn Sun Group
1450000000.0,51.5,1,1,Công ty CP Tập đoàn Sunshine
3200000000.0,127.0,3,3,Tập đoàn CapitaLand
5200000000.0,104.0,3,2,Tập đoàn Vingroup
1500000000.0,67.0,2,2,
900000000.0,60.0,2,2,Xí nghiệp Xây dựng Tư nhân Số 1 Lai Châu
900000000.0,66.0,2,2,Xí nghiệp Xây dựng Tư nhân Số 1 Lai Châu
3300000000.0,123.0,3,2,Công ty TNHH phát triển khu đô thị Nam Thăng Long
3394000000.0,98.0,3,2,
2650000000.0,67.7,2,2,"Công ty CP Phát triển Đô thị Từ Liêm - LIDECO, JSC"
2700000000.0,74.0,2,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
2500000000.0,93.18,2,2,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân
2850000000.0,85.0,2,2,
3000000000.0,92.2,3,2,Công ty CP Đầu tư - Thiết kế và Xây dựng Việt Nam
3000000000.0,80.86,3,2,Công ty Đầu tư Xây dựng số 2 Hà Nội
6000000000.0,107.5,3,2,Tập đoàn Vingroup
3300000000.0,88.0,2,2,Công ty CP Đầu tư Phú Thượng 
2850000000.0,96.56,3,2,Công ty CP Sông Đà 7
2000000000.0,67.0,2,2,Công ty TNHH Thiên Hương
4700000000.0,94.0,3,1,Tập đoàn Vingroup
2450000000.0,72.0,2,2,
3053000000.0,110.0,3,2,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân
5200000000.0,121.0,3,2,Tập đoàn Vingroup
1909000000.0,83.0,2,2,Công ty CP Kỹ nghệ và Hạ tầng Talin
2660000000.0,70.0,2,2,Công ty CP Đầu tư và Xây dựng số 1 Hà Nội
4100000000.0,93.0,2,2,Công ty TNHH Indochina Land
2200000000.0,82.0,2,2,Công ty CP Đầu tư Lạc Hồng
3800000000.0,112.0,3,2,Tập đoàn Vingroup
3900000000.0,94.0,3,2,Công ty CP Đầu tư Dầu khí Toàn cầu 
2100000000.0,63.0,2,2,Công ty CP Đầu tư và Thương mại Thăng Long
1700000000.0,58.0,2,2,
3700000000.0,90.0,2,2,Tập đoàn Vingroup
3700000000.0,70.0,2,2,Tập đoàn Vingroup
1900000000.0,69.0,2,2,Công ty CP Đầu tư Hải Phát Thủ Đô
1700000000.0,86.0,2,2,Công ty Cổ phần 118  – Momota
5800000000.0,117.0,3,1,Tập đoàn Vingroup
2000000000.0,63.0,2,1,Công ty CP Nông sản Agrexim
7000000000.0,111.4,3,2,Tân Hoàng Minh Group
2150000000.0,98.0,3,2,Tổng Công ty Đầu tư phát triển nhà và đô thị Bộ Quốc Phòng 
2100000000.0,67.0,2,2,
2650000000.0,130.0,3,2,Công ty Cổ phần 118  – Momota
2600000000.0,63.0,2,1,Công ty CP Đầu tư Phú Thượng 
1520000000.0,55.0,2,1,Tổng Công ty Đầu Tư và Phát Triển Nhà Hà Nội - Handico
2750000000.0,95.0,3,2,Công ty TNHH Bất động sản và Xây dựng Việt Hưng
2980000000.0,103.0,3,2,Công ty CP Thi công cơ giới xây lắp
3200000000.0,87.3,2,2,Tập đoàn Hòa Phát
5030000000.0,116.0,3,2,Tập đoàn Vingroup
3200000000.0,95.0,2,2,Tập đoàn Vingroup
599000000.0,49.0,2,1,Công ty CP Lộc Ninh
2800000000.0,70.0,2,2,Công ty TNHH 19-12 Bắc Hà
7000000000.0,189.0,3,4,Tập đoàn Bitexco
1180000000.0,67.0,2,2,Công ty CP Sông Đà - Hoàng Long 
1800000000.0,59.79,2,1,
1300000000.0,42.9,1,1,
2100000000.0,51.7,2,1,Công TNHH Bắc Chương Dương
5300000000.0,70.0,2,2,
2150000000.0,97.0,3,2,Tổng Công ty Đầu tư phát triển nhà và đô thị Bộ Quốc Phòng 
3000000000.0,120.0,3,2,Công ty CP Đầu tư và Thương mại Thăng Long
2300000000.0,80.0,2,2,Công ty CP Đầu tư và Thương mại Thăng Long
3030000000.0,133.0,3,2,Công ty CP Đầu tư Phát triển Đô thị và KCN Sông Đà - Sudico
2470000000.0,87.6,3,2,Công ty CP Xây dựng và Kỹ thuật Việt Nam 
1900000000.0,52.0,2,1,Tập đoàn Vingroup
4700000000.0,130.0,3,2,Tập đoàn Hòa Phát
3600000000.0,111.8,3,2,
3500000000.0,121.0,3,2,
7000000000.0,126.0,3,2,Công ty CP quan hệ Quốc tế Đầu tư Sản xuất - Ciri
1500000000.0,109.0,3,2,Công ty CP Sông Đà Thăng Long
2400000000.0,79.0,2,2,Công ty CP Đầu tư và Thương mại Thăng Long
3950000000.0,111.8,3,2,
3375000000.0,101.0,3,2,Công ty CP Tập đoàn Xây dựng và Thiết bị Công nghiệp CIE Corp
1400000000.0,65.0,2,1,Công ty TNHH Đầu tư Xây dựng và Phát triển Hạ tầng
4200000000.0,130.0,3,2,Tập đoàn Hòa Phát
900000000.0,31.2,1,1,
4700000000.0,159.0,4,3,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân
2500000000.0,63.87,2,2,Công ty Đầu tư Xây dựng số 2 Hà Nội
3800000000.0,121.94,3,2,
1200000000.0,61.7,2,2,Công ty CP Đầu tư Kinh doanh và Phát triển hạ tầng KCN Phúc Hà
3800000000.0,102.0,3,2,
1550000000.0,75.0,2,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
1950000000.0,78.0,2,2,Tổng Công ty Đầu tư phát triển nhà và đô thị Bộ Quốc Phòng 
2600000000.0,68.0,2,2,Công ty Đầu tư Xây dựng số 2 Hà Nội
2400000000.0,69.0,2,2,Công ty TNHH 19-12 Bắc Hà
1600000000.0,104.0,3,2,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên
2450000000.0,63.4,2,2,Công ty Đầu tư Xây dựng số 2 Hà Nội
3600000000.0,103.0,3,2,
2800000000.0,88.25,3,2,Công ty CP Sông Đà 7
2470000000.0,78.86,2,2,Công ty CP Tập đoàn Xây dựng và Thiết bị Công nghiệp CIE Corp
4780000000.0,121.2,3,2,Công ty CP xây dựng số 1 Hà Nội
2600000000.0,68.0,2,2,Công ty TNHH 19-12 Bắc Hà
4100000000.0,105.0,3,2,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI
4000000000.0,120.0,3,4,Công ty TNHH phát triển khu đô thị Nam Thăng Long
4300000000.0,153.0,4,4,Công ty TNHH phát triển khu đô thị Nam Thăng Long
1550000000.0,74.7,2,2,
1700000000.0,65.0,2,2,Công ty CP Xây dựng số 2 - Vinaconex2
4700000000.0,109.0,2,2,Tập đoàn Vingroup
4100000000.0,145.0,3,3,Công ty TNHH phát triển khu đô thị Nam Thăng Long
1850000000.0,98.3,3,2,Công ty CP Bất động sản Hải Phát
1950000000.0,65.0,2,1,Công ty CP Xây dựng số 3 - VINACONEX3
3500000000.0,98.8,3,2,Tập đoàn Hòa Phát
3300000000.0,85.0,3,2,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI
1550000000.0,64.0,2,1,
3600000000.0,80.2,3,2,
3200000000.0,94.0,3,2,Tập đoàn CapitaLand
1550000000.0,71.0,2,2,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
2120000000.0,69.0,2,2,Tập đoàn Vingroup
2000000000.0,73.0,2,2,Công ty CP Đầu tư và Xây dựng HUD1
1900000000.0,102.8,3,2,Công ty CP Bất động sản Hải Phát
3680000000.0,129.0,3,2,Công ty CP Hóa Dầu Quân Đội
1800000000.0,55.0,2,1,Tập đoàn Vingroup
1450000000.0,78.0,2,2,Công ty CP Đầu tư và Phát triển nhà Hà Nội 22 (Handico 22)
900000000.0,45.0,1,1,
2880000000.0,94.5,2,2,Công ty CP Xây dựng Sông Hồng - Incomex
1900000000.0,60.0,2,1,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco
1900000000.0,75.3,3,2,Công ty CP Tập đoàn Nam Cường Hà Nội
1800000000.0,105.0,3,3,Tập đoàn Tecco
2900000000.0,91.2,3,2,
3787000000.0,98.0,3,2,
850000000.0,34.0,2,1,
3000000000.0,83.6,2,2,Tập đoàn Hòa Phát
1328000000.0,55.0,2,2,Công ty TNHH MTV đầu tư Phương Đông
1700000000.0,107.0,3,2,Công ty CP Tập đoàn Nam Cường Hà Nội
1850000000.0,102.8,3,2,Công ty CP Bất động sản Hải Phát
1050000000.0,60.0,2,2,Xí nghiệp Xây dựng Tư nhân Số 1 Lai Châu
2900000000.0,74.0,2,2,Công ty CP Đầu tư và Phát triển Hòa Bình - HBI
2600000000.0,83.6,2,2,Tập đoàn Hòa Phát
1700000000.0,87.5,2,2,
1800000000.0,112.0,3,2,
2850000000.0,64.0,2,1,Công ty CP Đại Việt Trí Tuệ
2100000000.0,67.9,2,2,Tập đoàn Hòa Phát
600000000.0,31.0,1,1,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC
2050000000.0,73.0,2,2,Công ty CP Tập đoàn Nam Cường Hà Nội
1300000000.0,79.0,3,2,Công ty TNHH Bánh kẹo Thăng Long
2600000000.0,100.0,2,2,Công ty CP Đầu tư Điện lực Hà Nội
1850000000.0,63.0,2,1,Công ty CP Vimeco
9000000000.0,216.0,2,4,Tập đoàn Bitexco
3500000000.0,73.0,2,3,Công ty CP Đại Việt Trí Tuệ
4450000000.0,106.0,2,2,Tập đoàn Bitexco
950000000.0,48.4,2,1,Tổng Công ty Viglacera
7000000000.0,189.0,3,3,Tập đoàn Bitexco
8300000000.0,192.0,3,3,Tập đoàn Bitexco
6500000000.0,110.0,3,2,Tập đoàn Vingroup
2091000000.0,78.0,2,2,Công ty TNHH Gamuda Land Việt Nam
3600000000.0,102.0,3,2,
2600000000.0,93.4,3,3,Công ty CP Đầu tư Dầu khí Toàn cầu 
2150000000.0,78.0,2,2,
